invoice_id,customer_id,subscription_id,product_id,invoice_date,billing_start_date,billing_end_date,amount_usd
inv_0000551,cust_00002,sub_000162,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000552,cust_00003,sub_000003,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000553,cust_00006,sub_000006,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000554,cust_00007,sub_000166,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000555,cust_00008,sub_000176,prod_005,2023-06-01,2023-06-01,2023-08-31,282
inv_0000556,cust_00009,sub_000190,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000557,cust_00010,sub_000010,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000558,cust_00012,sub_000012,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000559,cust_00014,sub_000214,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000560,cust_00017,sub_000017,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000561,cust_00018,sub_000018,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000562,cust_00021,sub_000173,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000563,cust_00025,sub_000025,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000564,cust_00026,sub_000194,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000565,cust_00028,sub_000028,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000566,cust_00029,sub_000029,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000567,cust_00034,sub_000034,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000568,cust_00035,sub_000035,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000569,cust_00036,sub_000036,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000570,cust_00037,sub_000037,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000571,cust_00038,sub_000209,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000572,cust_00039,sub_000039,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000573,cust_00043,sub_000043,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000574,cust_00053,sub_000141,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000575,cust_00055,sub_000055,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000576,cust_00058,sub_000058,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000577,cust_00059,sub_000212,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000578,cust_00068,sub_000068,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000579,cust_00069,sub_000069,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000580,cust_00073,sub_000073,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000581,cust_00076,sub_000076,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000582,cust_00081,sub_000149,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000583,cust_00085,sub_000205,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000584,cust_00086,sub_000216,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000585,cust_00088,sub_000088,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000586,cust_00089,sub_000152,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000587,cust_00091,sub_000217,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000588,cust_00092,sub_000092,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000589,cust_00097,sub_000097,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000590,cust_00099,sub_000099,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000591,cust_00106,sub_000106,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000592,cust_00107,sub_000187,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000593,cust_00108,sub_000108,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000594,cust_00109,sub_000195,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000595,cust_00112,sub_000112,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000596,cust_00113,sub_000113,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000597,cust_00116,sub_000116,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000598,cust_00118,sub_000118,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000599,cust_00127,sub_000127,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000600,cust_00130,sub_000210,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000601,cust_00131,sub_000131,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000602,cust_00132,sub_000132,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000603,cust_00134,sub_000134,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000604,cust_00136,sub_000208,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000605,cust_00137,sub_000137,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000606,cust_00139,sub_000186,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000607,cust_00141,sub_000158,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000608,cust_00142,sub_000159,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000609,cust_00145,sub_000179,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000610,cust_00146,sub_000180,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000611,cust_00147,sub_000181,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0
inv_0000612,cust_00149,sub_000199,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000613,cust_00157,sub_000238,prod_003,2023-06-01,2023-06-01,2024-05-31,288
inv_0000614,cust_00158,sub_000239,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000615,cust_00159,sub_000240,prod_007,2023-06-01,2023-06-01,2023-06-30,299.0
inv_0000616,cust_00160,sub_000241,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0
inv_0000617,cust_00151,sub_000242,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000618,cust_00010,sub_000243,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000619,cust_00160,sub_000244,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000620,cust_00039,sub_000245,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000621,cust_00119,sub_000145,prod_006,2023-07-01,2023-07-01,2024-01-31,-558.41
inv_0000622,cust_00119,sub_000246,prod_009,2023-07-01,2023-07-01,2024-06-30,2988
inv_0000623,cust_00103,sub_000218,prod_006,2023-07-01,2023-07-01,2024-04-30,-790.0
inv_0000624,cust_00103,sub_000247,prod_009,2023-07-01,2023-07-01,2024-06-30,2988
inv_0000625,cust_00139,sub_000248,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000626,cust_00033,sub_000033,prod_006,2023-07-01,2023-07-01,2023-12-31,-477.9
inv_0000627,cust_00033,sub_000249,prod_009,2023-07-01,2023-07-01,2024-06-30,2988
inv_0000628,cust_00100,sub_000143,prod_006,2023-07-01,2023-07-01,2024-01-31,-558.41
inv_0000629,cust_00100,sub_000250,prod_009,2023-07-01,2023-07-01,2024-06-30,2988
inv_0000630,cust_00047,sub_000204,prod_005,2023-07-01,2023-07-01,2023-07-31,-95.02
inv_0000631,cust_00047,sub_000251,prod_002,2023-07-01,2023-07-01,2023-09-30,81
inv_0000632,cust_00022,sub_000022,prod_006,2023-07-01,2023-07-01,2023-12-31,-477.9
inv_0000633,cust_00022,sub_000252,prod_003,2023-07-01,2023-07-01,2024-06-30,288
inv_0000634,cust_00028,sub_000253,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000635,cust_00148,sub_000182,prod_009,2023-07-01,2023-07-01,2024-02-29,-1992.0
inv_0000636,cust_00148,sub_000254,prod_006,2023-07-01,2023-07-01,2024-06-30,948
inv_0000637,cust_00004,sub_000255,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000638,cust_00111,sub_000111,prod_009,2023-07-01,2023-07-01,2023-12-31,-1506.28
inv_0000639,cust_00111,sub_000256,prod_006,2023-07-01,2023-07-01,2024-06-30,948
inv_0000640,cust_00001,sub_000001,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000641,cust_00002,sub_000162,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000642,cust_00003,sub_000003,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000643,cust_00006,sub_000006,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000644,cust_00007,sub_000166,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000645,cust_00009,sub_000190,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000646,cust_00012,sub_000012,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000647,cust_00014,sub_000214,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000648,cust_00017,sub_000017,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000649,cust_00018,sub_000018,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000650,cust_00020,sub_000020,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000651,cust_00021,sub_000173,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000652,cust_00025,sub_000025,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000653,cust_00026,sub_000194,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000654,cust_00029,sub_000029,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000655,cust_00030,sub_000224,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000656,cust_00034,sub_000034,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000657,cust_00035,sub_000035,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000658,cust_00036,sub_000036,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000659,cust_00038,sub_000209,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000660,cust_00042,sub_000227,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000661,cust_00043,sub_000043,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000662,cust_00045,sub_000231,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000663,cust_00051,sub_000051,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000664,cust_00052,sub_000230,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000665,cust_00053,sub_000141,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000666,cust_00055,sub_000055,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000667,cust_00058,sub_000058,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000668,cust_00065,sub_000065,prod_002,2023-07-01,2023-07-01,2023-09-30,81
inv_0000669,cust_00066,sub_000066,prod_008,2023-07-01,2023-07-01,2023-09-30,852
inv_0000670,cust_00068,sub_000068,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000671,cust_00069,sub_000069,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000672,cust_00070,sub_000226,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000673,cust_00072,sub_000197,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000674,cust_00073,sub_000073,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000675,cust_00075,sub_000075,prod_008,2023-07-01,2023-07-01,2023-09-30,852
inv_0000676,cust_00076,sub_000076,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000677,cust_00085,sub_000205,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000678,cust_00086,sub_000216,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000679,cust_00088,sub_000088,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000680,cust_00089,sub_000152,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000681,cust_00090,sub_000090,prod_002,2023-07-01,2023-07-01,2023-09-30,81
inv_0000682,cust_00091,sub_000217,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000683,cust_00092,sub_000092,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000684,cust_00093,sub_000234,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000685,cust_00097,sub_000097,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000686,cust_00099,sub_000099,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000687,cust_00106,sub_000106,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000688,cust_00107,sub_000187,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000689,cust_00108,sub_000108,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000690,cust_00109,sub_000195,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000691,cust_00112,sub_000112,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000692,cust_00113,sub_000113,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000693,cust_00116,sub_000116,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000694,cust_00117,sub_000232,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000695,cust_00118,sub_000118,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000696,cust_00123,sub_000193,prod_008,2023-07-01,2023-07-01,2023-09-30,852
inv_0000697,cust_00127,sub_000127,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000698,cust_00128,sub_000128,prod_002,2023-07-01,2023-07-01,2023-09-30,81
inv_0000699,cust_00129,sub_000129,prod_008,2023-07-01,2023-07-01,2023-09-30,852
inv_0000700,cust_00130,sub_000210,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000701,cust_00131,sub_000131,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000702,cust_00132,sub_000132,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000703,cust_00134,sub_000134,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000704,cust_00136,sub_000208,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000705,cust_00137,sub_000137,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000706,cust_00141,sub_000158,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000707,cust_00142,sub_000159,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000708,cust_00145,sub_000179,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000709,cust_00146,sub_000180,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000710,cust_00147,sub_000181,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000711,cust_00149,sub_000199,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000712,cust_00150,sub_000200,prod_005,2023-07-01,2023-07-01,2023-09-30,282
inv_0000713,cust_00158,sub_000239,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0
inv_0000714,cust_00159,sub_000240,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0
inv_0000715,cust_00161,sub_000257,prod_003,2023-07-01,2023-07-01,2024-06-30,288
inv_0000716,cust_00162,sub_000258,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000717,cust_00163,sub_000259,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000718,cust_00164,sub_000260,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0
inv_0000719,cust_00055,sub_000261,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000720,cust_00149,sub_000262,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000721,cust_00006,sub_000263,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000722,cust_00065,sub_000065,prod_002,2023-08-01,2023-08-01,2023-09-30,-53.71
inv_0000723,cust_00065,sub_000264,prod_005,2023-08-01,2023-08-01,2023-10-31,282
inv_0000724,cust_00111,sub_000256,prod_006,2023-08-01,2023-08-01,2024-06-30,-867.7
inv_0000725,cust_00111,sub_000265,prod_009,2023-08-01,2023-08-01,2024-07-31,2988
inv_0000726,cust_00099,sub_000266,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000727,cust_00150,sub_000200,prod_005,2023-08-01,2023-08-01,2023-09-30,-186.98
inv_0000728,cust_00150,sub_000267,prod_008,2023-08-01,2023-08-01,2023-10-31,852
inv_0000729,cust_00040,sub_000206,prod_006,2023-08-01,2023-08-01,2024-04-30,-709.7
inv_0000730,cust_00040,sub_000268,prod_009,2023-08-01,2023-08-01,2024-07-31,2988
inv_0000731,cust_00132,sub_000269,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000732,cust_00017,sub_000270,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000733,cust_00085,sub_000271,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000734,cust_00119,sub_000246,prod_009,2023-08-01,2023-08-01,2024-06-30,-2734.92
inv_0000735,cust_00119,sub_000272,prod_006,2023-08-01,2023-08-01,2024-07-31,948
inv_0000736,cust_00129,sub_000129,prod_008,2023-08-01,2023-08-01,2023-09-30,-564.91
inv_0000737,cust_00129,sub_000273,prod_005,2023-08-01,2023-08-01,2023-10-31,282
inv_0000738,cust_00098,sub_000189,prod_009,2023-08-01,2023-08-01,2024-03-31,-1992.0
inv_0000739,cust_00098,sub_000274,prod_006,2023-08-01,2023-08-01,2024-07-31,948
inv_0000740,cust_00139,sub_000275,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000741,cust_00001,sub_000001,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000742,cust_00002,sub_000162,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000743,cust_00003,sub_000003,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000744,cust_00007,sub_000166,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000745,cust_00009,sub_000190,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000746,cust_00010,sub_000243,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000747,cust_00012,sub_000012,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000748,cust_00014,sub_000214,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000749,cust_00018,sub_000018,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000750,cust_00019,sub_000207,prod_005,2023-08-01,2023-08-01,2023-10-31,282
inv_0000751,cust_00021,sub_000173,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000752,cust_00023,sub_000203,prod_005,2023-08-01,2023-08-01,2023-10-31,282
inv_0000753,cust_00025,sub_000025,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000754,cust_00026,sub_000194,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000755,cust_00028,sub_000253,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000756,cust_00029,sub_000029,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000757,cust_00030,sub_000224,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000758,cust_00034,sub_000034,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000759,cust_00035,sub_000035,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000760,cust_00036,sub_000036,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000761,cust_00038,sub_000209,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000762,cust_00039,sub_000245,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000763,cust_00042,sub_000227,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000764,cust_00043,sub_000043,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000765,cust_00045,sub_000231,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000766,cust_00052,sub_000230,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000767,cust_00053,sub_000141,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000768,cust_00057,sub_000153,prod_008,2023-08-01,2023-08-01,2023-10-31,852
inv_0000769,cust_00058,sub_000058,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000770,cust_00067,sub_000215,prod_002,2023-08-01,2023-08-01,2023-10-31,81
inv_0000771,cust_00068,sub_000068,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000772,cust_00069,sub_000069,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000773,cust_00070,sub_000226,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000774,cust_00073,sub_000073,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000775,cust_00076,sub_000076,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000776,cust_00086,sub_000216,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000777,cust_00088,sub_000088,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000778,cust_00091,sub_000217,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000779,cust_00092,sub_000092,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000780,cust_00093,sub_000234,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000781,cust_00097,sub_000097,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000782,cust_00106,sub_000106,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000783,cust_00107,sub_000187,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000784,cust_00109,sub_000195,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000785,cust_00112,sub_000112,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000786,cust_00113,sub_000113,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000787,cust_00116,sub_000116,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000788,cust_00117,sub_000232,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000789,cust_00118,sub_000118,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000790,cust_00127,sub_000127,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000791,cust_00130,sub_000210,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000792,cust_00131,sub_000131,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000793,cust_00136,sub_000208,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000794,cust_00137,sub_000137,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000795,cust_00141,sub_000158,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000796,cust_00142,sub_000159,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000797,cust_00143,sub_000160,prod_002,2023-08-01,2023-08-01,2023-10-31,81
inv_0000798,cust_00145,sub_000179,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000799,cust_00146,sub_000180,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000800,cust_00147,sub_000181,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000801,cust_00154,sub_000220,prod_008,2023-08-01,2023-08-01,2023-10-31,852
inv_0000802,cust_00156,sub_000222,prod_008,2023-08-01,2023-08-01,2023-10-31,852
inv_0000803,cust_00158,sub_000239,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0
inv_0000804,cust_00159,sub_000240,prod_007,2023-08-01,2023-08-01,2023-08-31,299.0
inv_0000805,cust_00162,sub_000258,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000806,cust_00163,sub_000259,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000807,cust_00164,sub_000260,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0
inv_0000808,cust_00165,sub_000276,prod_003,2023-08-01,2023-08-01,2024-07-31,288
inv_0000809,cust_00166,sub_000277,prod_009,2023-08-01,2023-08-01,2024-07-31,2988
inv_0000810,cust_00167,sub_000278,prod_003,2023-08-01,2023-08-01,2024-07-31,288
inv_0000811,cust_00168,sub_000279,prod_006,2023-08-01,2023-08-01,2024-07-31,948
inv_0000812,cust_00161,sub_000257,prod_003,2023-09-01,2023-09-01,2024-06-30,-239.21
inv_0000813,cust_00161,sub_000280,prod_006,2023-09-01,2023-09-01,2024-08-31,948
inv_0000814,cust_00092,sub_000281,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000815,cust_00109,sub_000282,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000816,cust_00018,sub_000283,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000817,cust_00071,sub_000144,prod_006,2023-09-01,2023-09-01,2024-01-31,-397.38
inv_0000818,cust_00071,sub_000284,prod_009,2023-09-01,2023-09-01,2024-08-31,2988
inv_0000819,cust_00065,sub_000264,prod_005,2023-09-01,2023-09-01,2023-10-31,-186.98
inv_0000820,cust_00065,sub_000285,prod_008,2023-09-01,2023-09-01,2023-11-30,852
inv_0000821,cust_00016,sub_000177,prod_006,2023-09-01,2023-09-01,2024-02-29,-471.41
inv_0000822,cust_00016,sub_000286,prod_009,2023-09-01,2023-09-01,2024-08-31,2988
inv_0000823,cust_00139,sub_000287,prod_007,2023-09-01,2023-09-01,2023-09-30,299.0
inv_0000824,cust_00001,sub_000288,prod_007,2023-09-01,2023-09-01,2023-09-30,299.0
inv_0000825,cust_00023,sub_000203,prod_005,2023-09-01,2023-09-01,2023-10-31,-186.98
inv_0000826,cust_00023,sub_000289,prod_002,2023-09-01,2023-09-01,2023-11-30,81
inv_0000827,cust_00138,sub_000225,prod_006,2023-09-01,2023-09-01,2024-05-31,-709.7
inv_0000828,cust_00138,sub_000290,prod_003,2023-09-01,2023-09-01,2024-08-31,288
inv_0000829,cust_00034,sub_000291,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000830,cust_00069,sub_000292,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000831,cust_00096,sub_000096,prod_009,2023-09-01,2023-09-01,2023-12-31,-998.73
inv_0000832,cust_00096,sub_000293,prod_006,2023-09-01,2023-09-01,2024-08-31,948
inv_0000833,cust_00130,sub_000294,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000834,cust_00002,sub_000162,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000835,cust_00003,sub_000003,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
inv_0000836,cust_00006,sub_000263,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0
